index;name;serving_size;calories;total_fat;protein;carbohydrate;sugars;food_item;food_detail;detail1;food_key
8585;"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean and fat, small end (ribs 10-12), rib";100;323;25;22.76;0.00;0;Beef;" cooked, select, trimmed to 1/8"" fat, separable lean and fat, small end (ribs 10-12), rib"; roasted;Beef roasted
8586;"Beef, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, small end (ribs 10-12), rib";100;359;29;22.28;0.00;0;Beef;" cooked, choice, trimmed to 1/8"" fat, separable lean and fat, small end (ribs 10-12), rib"; roasted;Beef roasted
8587;"Beef, broiled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, small end (ribs 10-12), rib";100;304;22;24.53;0.00;0.00;Beef;" cooked, choice, trimmed to 1/8"" fat, separable lean and fat, small end (ribs 10-12), rib"; broiled;Beef broiled
8588;"Beef, broiled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, small end (ribs 10-12), rib";100;278;18;27.17;0.00;0.00;Beef;" cooked, select, trimmed to 1/8"" fat, separable lean and fat, small end (ribs 10-12), rib"; broiled;Beef broiled
8589;"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, steak, bottom round, outside round, round";100;150;6.6;21.24;0.00;0.00;Beef;" choice, trimmed to 0"" fat, separable lean and fat, steak, bottom round, outside round, round"; raw;Beef raw
8590;"Beef, broiled, cooked, USDA choice, trimmed to 0"" fat, separable lean and fat, mock tender steak, chuck";100;161;5.7;25.73;0.00;0.00;Beef;" cooked, USDA choice, trimmed to 0"" fat, separable lean and fat, mock tender steak, chuck"; broiled;Beef broiled
8591;Chicken, braised, cooked, with added solution, meat only, boneless, skinless, breast, broiler or fryers;100;145;3.6;28.24;0.00;0.00;Chicken; cooked, with added solution, meat only, boneless, skinless, breast, broiler or fryers; braised;Chicken braised
8592;Chicken, grilled, cooked, with added solution, meat only, boneless, skinless, breast, broiler or fryers;100;148;3.4;29.50;0.00;0.00;Chicken; cooked, with added solution, meat only, boneless, skinless, breast, broiler or fryers; grilled;Chicken grilled
8593;"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, shoulder pot roast";100;196;7.8;31.48;0.00;0.00;Beef;" cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, shoulder pot roast"; braised;Beef braised
8594;"Lamb, broiled, cooked, trimmed to 1/8"" fat, separable lean and fat, loin, frozen, imported, New Zealand";100;296;21;24.41;0.00;0;Lamb;" cooked, trimmed to 1/8"" fat, separable lean and fat, loin, frozen, imported, New Zealand"; broiled;Lamb broiled
8595;"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean only, lip-on, bone-in, rib eye roast";100;219;12;27.03;0.00;0.00;Beef;" cooked, select, trimmed to 1/8"" fat, separable lean only, lip-on, bone-in, rib eye roast"; roasted;Beef roasted
8596;"Beef, roasted, cooked, select, trimmed to 0"" fat, boneless, separable lean only, tenderloin roast, loin";100;169;6.5;27.55;0.00;0.00;Beef;" cooked, select, trimmed to 0"" fat, boneless, separable lean only, tenderloin roast, loin"; roasted;Beef roasted
8597;"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, tenderloin roast, loin";100;183;8.1;27.48;0.00;0.00;Beef;" cooked, choice, trimmed to 0"" fat, separable lean only, boneless, tenderloin roast, loin"; roasted;Beef roasted
8598;"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, top round roast, round";100;158;4.1;30.24;0.06;0.00;Beef;" cooked, choice, trimmed to 0"" fat, separable lean only, boneless, top round roast, round"; roasted;Beef roasted
8599;"Beef, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean only, lip-on, bone-in, rib eye roast";100;240;15;27.18;0.00;0.00;Beef;" cooked, choice, trimmed to 1/8"" fat, separable lean only, lip-on, bone-in, rib eye roast"; roasted;Beef roasted
8600;"Beef, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, composite of trimmed retail cuts";100;259;17;26.11;0.00;0.00;Beef;" all grades, trimmed to 1/8"" fat, separable lean and fat, composite of trimmed retail cuts"; cooked;Beef cooked
8601;Pork, cooked, separable lean and fat, composite of trimmed retail cuts (loin and shoulder blade), fresh;100;235;14;26.07;0.00;0.00;Pork; separable lean and fat, composite of trimmed retail cuts (loin and shoulder blade), fresh; cooked;Pork cooked
8602;"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean only, roast, eye of round, round";100;169;4.7;29.73;0.00;0.00;Beef;" cooked, all grades, trimmed to 1/8"" fat, separable lean only, roast, eye of round, round"; roasted;Beef roasted
8603;"Candies, NFS (45-59% cacao solids 90%; 60-69% cacao solids 5%; 70-85% cacao solids 5%), dark, chocolate";100;550;32;5.09;59.97;46.14;Candies; dark, chocolate;" NFS (45-59% cacao solids 90%; 60-69% cacao solids 5%; 70-85% cacao solids 5%)";"Candies NFS (45-59% cacao solids 90%; 60-69% cacao solids 5%; 70-85% cacao solids 5%)"
8604;"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, tenderloin steak, loin";100;211;9;30.45;0.00;0.00;Beef;" cooked, choice, trimmed to 0"" fat, separable lean only, boneless, tenderloin steak, loin"; grilled;Beef grilled
8605;"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, boneless, tenderloin steak, loin";100;198;7.3;31.09;0.00;0.00;Beef;" cooked, select, trimmed to 0"" fat, separable lean only, boneless, tenderloin steak, loin"; grilled;Beef grilled
8606;"Lamb, braised, cooked, trimmed to 1/8"" fat, separable lean only, foreshank, fresh, imported, Australian";100;165;5.2;27.50;0.00;0;Lamb;" cooked, trimmed to 1/8"" fat, separable lean only, foreshank, fresh, imported, Australian"; braised;Lamb braised
8607;"Beef, broiled, cooked, choice, trimmed to 0"" fat, separable lean only, small end (ribs 10-12), eye, rib";100;205;9;28.88;0.00;0.00;Beef;" cooked, choice, trimmed to 0"" fat, separable lean only, small end (ribs 10-12), eye, rib"; broiled;Beef broiled
8608;"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, top loin steak, loin";100;143;5.7;23.07;0.00;0.00;Beef;" all grades, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, top loin steak, loin"; raw;Beef raw
8609;"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean only, boneless, top round roast, round";100;150;3.4;29.81;0.00;0.00;Beef;" cooked, select, trimmed to 0"" fat, separable lean only, boneless, top round roast, round"; roasted;Beef roasted
8610;"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, steak, bottom round, outside round, round";100;129;3.8;22.15;0.00;0.00;Beef;" select, trimmed to 0"" fat, separable lean and fat, steak, bottom round, outside round, round"; raw;Beef raw
8611;"Beef, broiled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib";100;337;27;22.42;0.00;0;Beef;" cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib"; broiled;Beef broiled
8612;"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib";100;351;28;22.77;0.00;0;Beef;" cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib"; roasted;Beef roasted
8613;"Lamb, raw, trimmed to 1/8"" fat, separable lean only, boneless, tenderloin, fresh, imported, Australian";100;136;4.7;23.42;0.00;0.00;Lamb;" trimmed to 1/8"" fat, separable lean only, boneless, tenderloin, fresh, imported, Australian"; raw;Lamb raw
8614;"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, rib eye steak/roast";100;156;7.5;21.99;0.00;0.00;Beef;" all grades, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, rib eye steak/roast"; raw;Beef raw
8615;"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, lip off, boneless, top loin steak, loin";100;143;5.7;23.07;0.00;0.00;Beef;" all grades, trimmed to 0"" fat, separable lean only, lip off, boneless, top loin steak, loin"; raw;Beef raw
8616;"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, t-bone steak, short loin";100;247;16;24.18;0.00;0.00;Beef;" cooked, all grades, trimmed to 0"" fat, separable lean and fat, t-bone steak, short loin"; broiled;Beef broiled
8617;"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean and fat, roast, eye of round, round";100;204;9.3;28.13;0.00;0.00;Beef;" cooked, select, trimmed to 1/8"" fat, separable lean and fat, roast, eye of round, round"; roasted;Beef roasted
8618;"Beef, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, roast, eye of round, round";100;212;10;28.48;0.00;0.00;Beef;" cooked, choice, trimmed to 1/8"" fat, separable lean and fat, roast, eye of round, round"; roasted;Beef roasted
8619;"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean only, small end (ribs 10-12), rib";100;193;7.5;29.41;0.00;0.00;Beef;" cooked, all grades, trimmed to 0"" fat, separable lean only, small end (ribs 10-12), rib"; broiled;Beef broiled
8620;Ruby Red grapefruit juice blend (grapefruit, grape, apple), with added vitamin C, bottled, OCEAN SPRAY;100;44;0.1;0.50;10.53;10.30;Ruby Red grapefruit juice blend (grapefruit; apple), with added vitamin C, bottled, OCEAN SPRAY; grape;Ruby Red grapefruit juice blend (grapefruit grape
8621;"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, mock tender steak, chuck";100;160;5.5;25.87;0.00;0.00;Beef;" cooked, all grades, trimmed to 0"" fat, separable lean and fat, mock tender steak, chuck"; broiled;Beef broiled
8622;"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean and fat, roast, bottom round, round";100;212;11;26.77;0.00;0.00;Beef;" cooked, select, trimmed to 1/8"" fat, separable lean and fat, roast, bottom round, round"; roasted;Beef roasted
8623;"Beef, braised, cooked, select, trimmed to 1/8"" fat, separable lean and fat, steak, bottom round, round";100;240;11;32.67;0.00;0.00;Beef;" cooked, select, trimmed to 1/8"" fat, separable lean and fat, steak, bottom round, round"; braised;Beef braised
8624;"Beef, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, roast, bottom round, round";100;223;12;26.05;0.00;0.00;Beef;" cooked, choice, trimmed to 1/8"" fat, separable lean and fat, roast, bottom round, round"; roasted;Beef roasted
8625;"Beef, braised, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, steak, bottom round, round";100;254;13;32.85;0.00;0.00;Beef;" cooked, choice, trimmed to 1/8"" fat, separable lean and fat, steak, bottom round, round"; braised;Beef braised
8626;"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, top loin steak, loin";100;205;13;21.13;0.00;0.00;Beef;" choice, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, top loin steak, loin"; raw;Beef raw
8627;"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, boneless, top loin petite roast/filet";100;143;5.8;22.61;0.00;0.00;Beef;" all grades, trimmed to 1/8"" fat, separable lean only, boneless, top loin petite roast/filet"; raw;Beef raw
8628;"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean only, whole (arm and blade), shoulder, domestic";100;144;6.8;19.55;0.00;0.00;Lamb;" choice, trimmed to 1/4"" fat, separable lean only, whole (arm and blade), shoulder, domestic"; raw;Lamb raw
8629;"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, shoulder steak";100;182;6.8;28.29;0.00;0.00;Beef;" cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, shoulder steak"; grilled;Beef grilled
8630;"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean and fat, rib, frozen, imported, New Zealand";100;317;26;19.86;0.00;0;Lamb;" cooked, trimmed to 1/8"" fat, separable lean and fat, rib, frozen, imported, New Zealand"; roasted;Lamb roasted
8631;"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, shoulder pot roast";100;200;8.4;31.18;0.00;0.00;Beef;" cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, shoulder pot roast"; braised;Beef braised
8632;"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean only, porterhouse steak, short loin";100;221;11;27.65;0.00;0.00;Beef;" cooked, choice, trimmed to 1/8"" fat, separable lean only, porterhouse steak, short loin"; grilled;Beef grilled
8633;"Beef, broiled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, top round steak, round";100;204;9;30.67;0.00;0.00;Beef;" cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, top round steak, round"; broiled;Beef broiled
8634;"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean only, porterhouse steak, short loin";100;203;8.8;28.92;0.00;0.00;Beef;" cooked, select, trimmed to 1/8"" fat, separable lean only, porterhouse steak, short loin"; grilled;Beef grilled
8635;"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, shoulder pot roast";100;207;9.3;30.93;0.00;0.00;Beef;" cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, shoulder pot roast"; braised;Beef braised
8636;"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, outside skirt, boneless, plate steak";100;232;18;17.98;0.35;0.00;Beef;" all grades, trimmed to 0"" fat, separable lean and fat, outside skirt, boneless, plate steak"; raw;Beef raw
8637;"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, boneless, top sirloin cap steak, loin";100;134;5.4;21.38;0.00;0.00;Beef;" all grades, trimmed to 1/8"" fat, separable lean only, boneless, top sirloin cap steak, loin"; raw;Beef raw
8638;"Beef, broiled, cooked, prime, trimmed to 1/8"" fat, separable lean and fat, small end (ribs 10-12), rib";100;354;28;24.13;0.00;0;Beef;" cooked, prime, trimmed to 1/8"" fat, separable lean and fat, small end (ribs 10-12), rib"; broiled;Beef broiled
8639;"Beef, roasted, cooked, prime, trimmed to 1/8"" fat, separable lean and fat, small end (ribs 10-12), rib";100;411;35;22.15;0.00;0;Beef;" cooked, prime, trimmed to 1/8"" fat, separable lean and fat, small end (ribs 10-12), rib"; roasted;Beef roasted
8640;"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, top loin steak, loin";100;191;12;21.54;0.00;0.00;Beef;" select, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, top loin steak, loin"; raw;Beef raw
8641;"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, short ribs, chuck";100;240;14;28.82;0.00;0.00;Beef;" cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, short ribs, chuck"; braised;Beef braised
8642;"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, lip-on, bone-in, rib eye steak/roast";100;166;9;21.22;0.00;0.00;Beef;" all grades, trimmed to 1/8"" fat, separable lean only, lip-on, bone-in, rib eye steak/roast"; raw;Beef raw
8643;Oil, principal use as a tortilla shortening, soy (partially hydrogenated)  and cottonseed, industrial;100;884;100;0.00;0.00;0.00;Oil; soy (partially hydrogenated)  and cottonseed, industrial; principal use as a tortilla shortening;Oil principal use as a tortilla shortening
8644;Spanish rice mix, prepared (with canola/vegetable oil blend or diced tomatoes and margarine), dry mix;100;125;2.4;3.27;22.74;1.79;Spanish rice mix; dry mix; prepared (with canola/vegetable oil blend or diced tomatoes and margarine);Spanish rice mix prepared (with canola/vegetable oil blend or diced tomatoes and margarine)
8645;Lamb, cooked, separable lean and fat, composite of trimmed retail cuts, frozen, imported, New Zealand;100;305;22;24.42;0.00;0;Lamb; separable lean and fat, composite of trimmed retail cuts, frozen, imported, New Zealand; cooked;Lamb cooked
8646;Beef, raw, separable lean only, boneless, top loin steak/roast, loin, grass-fed, imported, Australian;100;131;4.9;21.79;0.00;0.00;Beef; separable lean only, boneless, top loin steak/roast, loin, grass-fed, imported, Australian; raw;Beef raw
8647;"Lamb, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, shank half, leg, domestic";100;217;11;26.73;0.00;0;Lamb;" cooked, choice, trimmed to 1/8"" fat, separable lean and fat, shank half, leg, domestic"; roasted;Lamb roasted
8648;"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin petite roast/filet";100;199;13;20.80;0.60;0.00;Beef;" choice, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin petite roast/filet"; raw;Beef raw
8649;"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin petite roast/filet";100;170;9.3;21.60;0.00;0.00;Beef;" select, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin petite roast/filet"; raw;Beef raw
8650;"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean only, outside skirt steak, plate";100;233;14;24.18;0.00;0.00;Beef;" cooked, all grades, trimmed to 0"" fat, separable lean only, outside skirt steak, plate"; broiled;Beef broiled
8651;Pork, roasted, heated, separable lean and fat, boneless, spiral slice, ham with natural juices, cured;100;139;5.1;22.18;1.06;1.06;Pork; heated, separable lean and fat, boneless, spiral slice, ham with natural juices, cured; roasted;Pork roasted
8652;"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, rib eye steak/roast";100;230;17;19.55;0.00;0.00;Beef;" select, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, rib eye steak/roast"; raw;Beef raw
8653;"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, inside skirt, boneless, plate steak";100;187;12;20.38;0.00;0.00;Beef;" all grades, trimmed to 0"" fat, separable lean and fat, inside skirt, boneless, plate steak"; raw;Beef raw
8654;"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean and fat, bone-in, back ribs, rib";100;360;29;24.23;0.00;0.00;Beef;" cooked, all grades, trimmed to 0"" fat, separable lean and fat, bone-in, back ribs, rib"; braised;Beef braised
8655;Beverages, prepared with water, frozen concentrate, with juice and pulp, breakfast type, Orange drink;100;45;0;0.12;11.32;11.05;Beverages; frozen concentrate, with juice and pulp, breakfast type, Orange drink; prepared with water;Beverages prepared with water
8656;"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, shank half, leg, domestic";100;225;12;26.41;0.00;0;Lamb;" cooked, choice, trimmed to 1/4"" fat, separable lean and fat, shank half, leg, domestic"; roasted;Lamb roasted
8657;"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean only, whole (shank and sirloin), leg, domestic";100;128;4.5;20.56;0.00;0;Lamb;" choice, trimmed to 1/4"" fat, separable lean only, whole (shank and sirloin), leg, domestic"; raw;Lamb raw
8658;"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, eye of round steak, round";100;124;3.5;23.26;0.00;0.00;Beef;" all grades, trimmed to 0"" fat, separable lean and fat, boneless, eye of round steak, round"; raw;Beef raw
8659;"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, eye of round roast, round";100;124;3.4;23.27;0.00;0.00;Beef;" all grades, trimmed to 0"" fat, separable lean and fat, boneless, eye of round roast, round"; raw;Beef raw
8660;"Beef, broiled, cooked, choice, trimmed to 0"" fat, separable lean and fat, small end (ribs 10-12), rib";100;312;23;24.73;0.00;0;Beef;" cooked, choice, trimmed to 0"" fat, separable lean and fat, small end (ribs 10-12), rib"; broiled;Beef broiled
8661;"Beef, broiled, cooked, select, trimmed to 0"" fat, separable lean and fat, small end (ribs 10-12), rib";100;285;20;24.91;0.00;0;Beef;" cooked, select, trimmed to 0"" fat, separable lean and fat, small end (ribs 10-12), rib"; broiled;Beef broiled
8662;Apple juice, diluted with 3 volume water without added ascorbic acid, unsweetened, frozen concentrate;100;47;0.1;0.14;11.54;10.93;Apple juice; unsweetened, frozen concentrate; diluted with 3 volume water without added ascorbic acid;Apple juice diluted with 3 volume water without added ascorbic acid
8663;"Lamb, broiled, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, blade, shoulder, domestic";100;278;20;23.08;0.00;0.00;Lamb;" cooked, choice, trimmed to 1/4"" fat, separable lean and fat, blade, shoulder, domestic"; broiled;Lamb broiled
8664;"Lamb, braised, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, blade, shoulder, domestic";100;345;25;28.51;0.00;0;Lamb;" cooked, choice, trimmed to 1/4"" fat, separable lean and fat, blade, shoulder, domestic"; braised;Lamb braised
8665;"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, blade, shoulder, domestic";100;281;21;22.25;0.00;0;Lamb;" cooked, choice, trimmed to 1/4"" fat, separable lean and fat, blade, shoulder, domestic"; roasted;Lamb roasted
8666;"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean and fat, roast, tip round, round";100;188;8.2;26.79;0.00;0.00;Beef;" cooked, all grades, trimmed to 0"" fat, separable lean and fat, roast, tip round, round"; roasted;Beef roasted
8667;"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, roast, bottom round, round";100;177;6.5;27.76;0.00;0.00;Beef;" cooked, all grades, trimmed to 0"" fat, separable lean only, roast, bottom round, round"; roasted;Beef roasted
8668;"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean only, steak, bottom round, round";100;214;7.7;34.00;0.00;0.00;Beef;" cooked, all grades, trimmed to 0"" fat, separable lean only, steak, bottom round, round"; braised;Beef braised
8669;"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, boneless, top sirloin cap steak, loin";100;179;11;20.10;0.00;0.00;Beef;" select, trimmed to 1/8"" fat, separable lean and fat, boneless, top sirloin cap steak, loin"; raw;Beef raw
8670;"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, boneless, top sirloin cap steak, loin";100;199;13;19.70;0.00;0.00;Beef;" choice, trimmed to 1/8"" fat, separable lean and fat, boneless, top sirloin cap steak, loin"; raw;Beef raw
8671;Pork, raw,with added solution, separable lean and fat, blade (steaks), (Boston butt), shoulder, fresh;100;169;11;17.19;0.16;0.00;Pork;with added solution, separable lean and fat, blade (steaks), (Boston butt), shoulder, fresh; raw;Pork raw
8672;"Beef, cooked, all grades, trimmed to 0"" fat, separable lean and fat, composite of trimmed retail cuts";100;230;12;28.40;0.00;0.00;Beef;" all grades, trimmed to 0"" fat, separable lean and fat, composite of trimmed retail cuts"; cooked;Beef cooked
8673;"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, rib eye steak/roast";100;253;20;18.39;0.00;0.00;Beef;" choice, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, rib eye steak/roast"; raw;Beef raw
8674;"Lamb, broiled, cooked, trimmed to 1/8"" fat, separable lean and fat, loin, fresh, imported, Australian";100;219;12;25.49;0.00;0;Lamb;" cooked, trimmed to 1/8"" fat, separable lean and fat, loin, fresh, imported, Australian"; broiled;Lamb broiled
8675;"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean only, boneless, top loin filet";100;195;8.5;29.33;0.30;0.00;Beef;" cooked, all grades, trimmed to 1/8"" fat, separable lean only, boneless, top loin filet"; grilled;Beef grilled
8676;"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, chuck eye Country-Style ribs";100;146;7;20.96;0.00;0.00;Beef;" all grades, trimmed to 0"" fat, separable lean only, boneless, chuck eye Country-Style ribs"; raw;Beef raw
8677;"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, lip off, boneless, top loin steak, loin";100;171;9.2;22.19;0.00;0.00;Beef;" choice, trimmed to 0"" fat, separable lean and fat, lip off, boneless, top loin steak, loin"; raw;Beef raw
8678;"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, lip off, boneless, top loin steak, loin";100;151;6.7;22.79;0.00;0.00;Beef;" select, trimmed to 0"" fat, separable lean and fat, lip off, boneless, top loin steak, loin"; raw;Beef raw
8679;"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib";100;333;26;23.40;0.00;0;Beef;" cooked, select, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib"; roasted;Beef roasted
8680;"Beef, broiled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib";100;324;26;21.55;0.00;0;Beef;" cooked, select, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib"; broiled;Beef broiled
8681;"Beef, broiled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib";100;370;31;20.86;0.00;0;Beef;" cooked, choice, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib"; broiled;Beef broiled
8682;"Beef, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib";100;378;31;22.50;0.00;0;Beef;" cooked, choice, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib"; roasted;Beef roasted
8683;"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, short ribs, chuck";100;317;24;25.26;0.00;0.00;Beef;" cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, short ribs, chuck"; braised;Beef braised
8684;"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, short ribs, chuck";100;287;20;25.81;0.00;0.00;Beef;" cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, short ribs, chuck"; braised;Beef braised
8685;"Lamb, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, blade, shoulder, domestic";100;270;19;22.62;0.00;0;Lamb;" cooked, choice, trimmed to 1/8"" fat, separable lean and fat, blade, shoulder, domestic"; roasted;Lamb roasted
8686;"Lamb, broiled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, blade, shoulder, domestic";100;267;19;23.48;0.00;0;Lamb;" cooked, choice, trimmed to 1/8"" fat, separable lean and fat, blade, shoulder, domestic"; broiled;Lamb broiled
8687;"Lamb, braised, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, blade, shoulder, domestic";100;339;24;28.92;0.00;0;Lamb;" cooked, choice, trimmed to 1/8"" fat, separable lean and fat, blade, shoulder, domestic"; braised;Lamb braised
8688;"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean only, sirloin half, leg, domestic";100;204;9.2;28.35;0.00;0;Lamb;" cooked, choice, trimmed to 1/4"" fat, separable lean only, sirloin half, leg, domestic"; roasted;Lamb roasted
8689;"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, large end (ribs 6-9), rib";100;238;13;27.53;0.00;0.00;Beef;" cooked, all grades, trimmed to 0"" fat, separable lean only, large end (ribs 6-9), rib"; roasted;Beef roasted
8690;"Lamb, cooked, choice, trimmed to 1/4"" fat, separable fat, composite of trimmed retail cuts, domestic";100;586;59;12.16;0.00;0.00;Lamb;" choice, trimmed to 1/4"" fat, separable fat, composite of trimmed retail cuts, domestic"; cooked;Lamb cooked
8691;"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, boneless, chuck eye Country-Style ribs";100;196;13;19.10;0.00;0.00;Beef;" select, trimmed to 0"" fat, separable lean and fat, boneless, chuck eye Country-Style ribs"; raw;Beef raw
8692;"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, chuck eye Country-Style ribs";100;210;15;18.87;0.00;0.00;Beef;" choice, trimmed to 0"" fat, separable lean and fat, boneless, chuck eye Country-Style ribs"; raw;Beef raw
8693;"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean only, tri-tip roast, bottom sirloin";100;179;7;27.17;0.00;0.00;Beef;" cooked, select, trimmed to 0"" fat, separable lean only, tri-tip roast, bottom sirloin"; roasted;Beef roasted
8694;Carbonated beverage, without caffeine, with sodium saccharin, other than cola or pepper, low calorie;100;0;0;0.00;0.10;0;Carbonated beverage; with sodium saccharin, other than cola or pepper, low calorie; without caffeine;Carbonated beverage without caffeine
